antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'brown bread'}),frozenset({'yogurt'}),0.13596716264751155,0.28296562339661363,0.04207285787583376,0.30943396226415093,1.0935390615645153,1.0,0.0035988249358118937,1.0383284688518983,0.09899846474711775,0.11164057181756296,0.036913626084314984,0.22905968285465025
frozenset({'butter'}),frozenset({'other vegetables'}),0.12647511544381734,0.3766033863519754,0.05720882503848127,0.45233265720081134,1.2010849439841706,1.0,0.009577868273082643,1.138276038994356,0.19165958791805773,0.1283084004602992,0.12147847644805043,0.30212000707452014
frozenset({'other vegetables'}),frozenset({'butter'}),0.3766033863519754,0.12647511544381734,0.05720882503848127,0.15190735694822888,1.2010849439841706,1.0,0.009577868273082643,1.0299875747216676,0.26856003986048826,0.1283084004602992,0.029114501434418842,0.30212000707452014
frozenset({'butter'}),frozenset({'rolls/buns'}),0.12647511544381734,0.3496664956387891,0.049512570548999484,0.3914807302231237,1.1195831888552723,1.0,0.0052884601462485775,1.0687147255002565,0.12227522768254545,0.11605532170775706,0.06429660213401824,0.2665400716412757
frozenset({'rolls/buns'}),frozenset({'butter'}),0.3496664956387891,0.12647511544381734,0.049512570548999484,0.14159941305942772,1.1195831888552723,1.0,0.0052884601462485775,1.0176191603846811,0.16423950700554923,0.11605532170775706,0.017314100471556314,0.2665400716412757
frozenset({'butter'}),frozenset({'root vegetables'}),0.12647511544381734,0.23063109286813752,0.03309389430477168,0.2616632860040568,1.1345533802489582,1.0,0.003924800209340228,1.0420298659780445,0.13576705483272433,0.10213776722090262,0.040334607817210204,0.2025780278741085
frozenset({'root vegetables'}),frozenset({'butter'}),0.23063109286813752,0.12647511544381734,0.03309389430477168,0.14349276974416017,1.134553380248958,1.0,0.003924800209340228,1.019868663916894,0.15414698956499714,0.10213776722090262,0.01948159073795487,0.2025780278741085
frozenset({'butter'}),frozenset({'sausage'}),0.12647511544381734,0.2060030785017958,0.032837352488455616,0.25963488843813387,1.2603447012849884,1.0,0.006783089353159227,1.0724396775304512,0.2364743942731277,0.10958904109589038,0.06754662201352045,0.20951856501607813
frozenset({'sausage'}),frozenset({'butter'}),0.2060030785017958,0.12647511544381734,0.032837352488455616,0.1594022415940224,1.2603447012849884,1.0,0.006783089353159227,1.0391710848868365,0.26016003634894985,0.10958904109589038,0.037694548526725186,0.20951856501607813
frozenset({'butter'}),frozenset({'soda'}),0.12647511544381734,0.3134940995382247,0.0443817342226783,0.3509127789046653,1.1193600754258475,1.0,0.004732531792625762,1.0576481528989226,0.12207141826453792,0.11219195849546044,0.05450598362122029,0.24624198683367474
frozenset({'soda'}),frozenset({'butter'}),0.3134940995382247,0.12647511544381734,0.0443817342226783,0.14157119476268415,1.1193600754258475,1.0,0.004732531792625762,1.0175857091779363,0.1553263001460208,0.11219195849546044,0.017281796530085995,0.24624198683367474
frozenset({'butter'}),frozenset({'tropical fruit'}),0.12647511544381734,0.2337095946639302,0.0310415597742432,0.2454361054766734,1.050175564377687,1.0,0.0014831118087948701,1.0155407791147375,0.05469593815609036,0.09431021044427125,0.01530295920591664,0.1891285906088087
frozenset({'tropical fruit'}),frozenset({'butter'}),0.2337095946639302,0.12647511544381734,0.0310415597742432,0.132821075740944,1.050175564377687,1.0,0.0014831118087948701,1.0073179364945348,0.06235007345881744,0.09431021044427125,0.007264773344552056,0.1891285906088087
frozenset({'whole milk'}),frozenset({'butter'}),0.4581836839404823,0.12647511544381734,0.06618778860954336,0.1444568868980963,1.1421763592875849,1.0,0.008238954288697337,1.021017960613444,0.22974292342024893,0.1276595744680851,0.02058529959729203,0.33389172945310497
frozenset({'butter'}),frozenset({'whole milk'}),0.12647511544381734,0.4581836839404823,0.06618778860954336,0.5233265720081136,1.142176359287585,1.0,0.008238954288697337,1.1366614630525202,0.14250133752233943,0.1276595744680851,0.12023057655664147,0.33389172945310497
frozenset({'butter'}),frozenset({'yogurt'}),0.12647511544381734,0.28296562339661363,0.044894817855310416,0.35496957403651114,1.2544618310011972,1.0,0.009106707969591968,1.1116287662436146,0.23221481015313628,0.12315270935960591,0.10041910540047243,0.25681388946612504
frozenset({'yogurt'}),frozenset({'butter'}),0.28296562339661363,0.12647511544381734,0.044894817855310416,0.1586582048957389,1.2544618310011972,1.0,0.009106707969591968,1.0382520987774455,0.2828949654996168,0.12315270935960591,0.03684278492910138,0.25681388946612504
frozenset({'whole milk'}),frozenset({'butter milk'}),0.4581836839404823,0.06490507952796305,0.03155464340687532,0.0688689809630459,1.061072283770565,1.0,0.0018161949623032268,1.0042570823590247,0.106229982754373,0.06419624217118998,0.004239036431811509,0.2775174944340921
frozenset({'butter milk'}),frozenset({'whole milk'}),0.06490507952796305,0.4581836839404823,0.03155464340687532,0.48616600790513836,1.061072283770565,1.0,0.0018161949623032268,1.0544579074081386,0.061552187538336293,0.06419624217118998,0.05164540663552523,0.2775174944340921
frozenset({'canned beer'}),frozenset({'citrus fruit'}),0.16521292970754234,0.18547973319651104,0.034120061570035914,0.20652173913043476,1.1134463888387756,1.0,0.0034764114472670277,1.0265186924098766,0.1220522110438972,0.10777957860615883,0.025833618623758946,0.1952387395513861
frozenset({'citrus fruit'}),frozenset({'canned beer'}),0.18547973319651104,0.16521292970754234,0.034120061570035914,0.18395573997233747,1.1134463888387756,1.0,0.0034764114472670277,1.0229678844431305,0.125089100704517,0.10777957860615883,0.022452204797840016,0.1952387395513861
frozenset({'canned beer'}),frozenset({'other vegetables'}),0.16521292970754234,0.3766033863519754,0.0672139558748076,0.40683229813664595,1.0802672330631102,1.0,0.004994207077816275,1.0509618303385546,0.08900847811501512,0.14162162162162162,0.0484906576694016,0.2926532062890314
frozenset({'other vegetables'}),frozenset({'canned beer'}),0.3766033863519754,0.16521292970754234,0.0672139558748076,0.1784741144414169,1.0802672330631102,1.0,0.004994207077816275,1.0161421386312834,0.11919077686677333,0.14162162162162162,0.015885709309355567,0.2926532062890314
frozenset({'pastry'}),frozenset({'canned beer'}),0.1775269368907132,0.16521292970754234,0.03796818881477681,0.21387283236994217,1.2945284170466376,1.0,0.008638443469056106,1.061898258533788,0.2766265954038879,0.12457912457912458,0.05829019685864614,0.2218432484831077
frozenset({'canned beer'}),frozenset({'pastry'}),0.16521292970754234,0.1775269368907132,0.03796818881477681,0.22981366459627328,1.2945284170466376,1.0,0.008638443469056106,1.0678884125854449,0.27254605558231854,0.12457912457912458,0.06357257161455808,0.2218432484831077
frozenset({'pip fruit'}),frozenset({'canned beer'}),0.17060030785017957,0.16521292970754234,0.03129810159055926,0.18345864661654138,1.110437584644842,1.0,0.003112724921622463,1.022345122918019,0.11991095921668458,0.10278011794439766,0.021856731564621465,0.18644982020268064
frozenset({'canned beer'}),frozenset({'pip fruit'}),0.16521292970754234,0.17060030785017957,0.03129810159055926,0.18944099378881987,1.110437584644842,1.0,0.003112724921622463,1.023244064644606,0.11913710238092848,0.10278011794439766,0.022716051280179367,0.18644982020268064
frozenset({'canned beer'}),frozenset({'rolls/buns'}),0.16521292970754234,0.3496664956387891,0.06670087224217547,0.4037267080745341,1.1546050682865252,1.0,0.008931446077121548,1.0906634812724474,0.1604037634154413,0.14882655981682882,0.08312690653827771,0.297241197030664
frozenset({'rolls/buns'}),frozenset({'canned beer'}),0.3496664956387891,0.16521292970754234,0.06670087224217547,0.19075568598679382,1.1546050682865252,1.0,0.008931446077121548,1.0315637142417224,0.205898953117888,0.14882655981682882,0.03059792992517587,0.297241197030664
frozenset({'canned beer'}),frozenset({'root vegetables'}),0.16521292970754234,0.23063109286813752,0.04746023601847101,0.28726708074534163,1.2455696115076103,1.0,0.009356997484073738,1.079463128960609,0.23617335836143444,0.13622974963181148,0.07361356477003722,0.2465256427085996
frozenset({'root vegetables'}),frozenset({'canned beer'}),0.23063109286813752,0.16521292970754234,0.04746023601847101,0.20578420467185762,1.2455696115076103,1.0,0.009356997484073738,1.0510834400461058,0.25625478763191323,0.13622974963181148,0.04860074671508942,0.2465256427085996
frozenset({'canned beer'}),frozenset({'sausage'}),0.16521292970754234,0.2060030785017958,0.03796818881477681,0.22981366459627328,1.1155836420875134,1.0,0.00393381668672229,1.0309153577517007,0.12411335736474008,0.11393379522709776,0.029988259966485686,0.20706125321968083
frozenset({'sausage'}),frozenset({'canned beer'}),0.2060030785017958,0.16521292970754234,0.03796818881477681,0.1843088418430884,1.1155836420875134,1.0,0.00393381668672229,1.0234107136562496,0.13048945552984303,0.11393379522709776,0.022875189153152602,0.20706125321968083
frozenset({'canned beer'}),frozenset({'shopping bags'}),0.16521292970754234,0.16829143150333503,0.0336069779374038,0.20341614906832298,1.2087136418724436,1.0,0.005803057494061629,1.0440941873525384,0.20684817746332168,0.11206159110350729,0.042232001563332205,0.20155563550977124
frozenset({'shopping bags'}),frozenset({'canned beer'}),0.16829143150333503,0.16521292970754234,0.0336069779374038,0.19969512195121952,1.2087136418724436,1.0,0.005803057494061629,1.0430863202130518,0.20761380921210634,0.11206159110350729,0.04130657202392553,0.20155563550977124
frozenset({'canned beer'}),frozenset({'soda'}),0.16521292970754234,0.3134940995382247,0.054643406875320676,0.3307453416149068,1.0550289211251282,1.0,0.002850128244582674,1.0257767979057617,0.06248142409053784,0.12885662431941924,0.025129051425600464,0.25252488030008846
frozenset({'soda'}),frozenset({'canned beer'}),0.3134940995382247,0.16521292970754234,0.054643406875320676,0.17430441898527005,1.0550289211251282,1.0,0.002850128244582674,1.0110107035652955,0.07597703811308301,0.12885662431941924,0.010890788323473451,0.25252488030008846
frozenset({'canned beer'}),frozenset({'tropical fruit'}),0.16521292970754234,0.2337095946639302,0.04232939969214982,0.2562111801242236,1.096280109905844,1.0,0.0037175528569597036,1.0302526535207284,0.10520571417928506,0.11870503597122302,0.029364305364654737,0.2186654144309373
frozenset({'tropical fruit'}),frozenset({'canned beer'}),0.2337095946639302,0.16521292970754234,0.04232939969214982,0.18111964873765093,1.0962801099058437,1.0,0.0037175528569597036,1.0194249611748378,0.1146097736656825,0.11870503597122302,0.019054821997345824,0.2186654144309373
frozenset({'whole milk'}),frozenset({'canned beer'}),0.4581836839404823,0.16521292970754234,0.08722421754746024,0.19036954087346025,1.1522678110632734,1.0,0.011526348779458531,1.0310717202920674,0.24389483065953627,0.16267942583732056,0.030135362730408122,0.35915992571623323
frozenset({'canned beer'}),frozenset({'whole milk'}),0.16521292970754234,0.4581836839404823,0.08722421754746024,0.5279503105590062,1.1522678110632734,1.0,0.011526348779458531,1.1477950905997678,0.15829928775443783,0.16267942583732056,0.1287643515904385,0.35915992571623323
frozenset({'canned beer'}),frozenset({'yogurt'}),0.16521292970754234,0.28296562339661363,0.051821446895844024,0.3136645962732919,1.108490114481679,1.0,0.0050718672479683966,1.044728820209459,0.11724184096344482,0.1307443365695793,0.04281380904232269,0.24840074781932955
frozenset({'yogurt'}),frozenset({'canned beer'}),0.28296562339661363,0.16521292970754234,0.051821446895844024,0.1831368993653672,1.108490114481679,1.0,0.0050718672479683966,1.0219424401027535,0.13649551001611787,0.1307443365695793,0.021471307229932794,0.24840074781932955
frozenset({'chicken'}),frozenset({'other vegetables'}),0.10056439199589533,0.3766033863519754,0.03873781426372499,0.3852040816326531,1.0228375410109547,1.0,0.0008649236916433226,1.0139895126557081,0.024824048084079262,0.08835576360444704,0.013796506256823726,0.2440325585274982
frozenset({'other vegetables'}),frozenset({'chicken'}),0.3766033863519754,0.10056439199589533,0.03873781426372499,0.10286103542234333,1.022837541010955,1.0,0.0008649236916433226,1.0025599639711662,0.03581609571307897,0.08835576360444704,0.002553427289302429,0.2440325585274982
frozenset({'rolls/buns'}),frozenset({'chicken'}),0.3496664956387891,0.10056439199589533,0.04232939969214982,0.12105649303008072,1.2037709434470782,1.0,0.007165401156899606,1.0233144688727835,0.2602928695236388,0.10377358490566038,0.022783288599901495,0.27098743018850974
frozenset({'chicken'}),frozenset({'rolls/buns'}),0.10056439199589533,0.3496664956387891,0.04232939969214982,0.42091836734693877,1.203770943447078,1.0,0.007165401156899606,1.12304287977795,0.18820377188888313,0.10377358490566038,0.10956204967193982,0.27098743018850974
frozenset({'chicken'}),frozenset({'soda'}),0.10056439199589533,0.3134940995382247,0.0336069779374038,0.33418367346938777,1.0659966932763287,1.0,0.002080634423041537,1.0310739960958464,0.06883292763114927,0.08833445718138908,0.03013750343186606,0.22069249139917835
frozenset({'soda'}),frozenset({'chicken'}),0.3134940995382247,0.10056439199589533,0.0336069779374038,0.1072013093289689,1.0659966932763285,1.0,0.002080634423041537,1.007433834079758,0.09018245301749228,0.08833445718138908,0.00737897996700536,0.22069249139917835
frozenset({'whole milk'}),frozenset({'chicken'}),0.4581836839404823,0.10056439199589533,0.05002565418163161,0.10918253079507279,1.0856977169367188,1.0,0.003948690583717537,1.0096744160247209,0.14568278943278962,0.09833585476550681,0.009581718493780299,0.3033157551934548
frozenset({'chicken'}),frozenset({'whole milk'}),0.10056439199589533,0.4581836839404823,0.05002565418163161,0.49744897959183676,1.0856977169367188,1.0,0.003948690583717537,1.0781319588595482,0.0877587139994443,0.09833585476550681,0.07246975494743353,0.3033157551934548
frozenset({'yogurt'}),frozenset({'chicken'}),0.28296562339661363,0.10056439199589533,0.0310415597742432,0.10970081595648233,1.0908514811182861,1.0,0.0025852939016232576,1.0102621951410666,0.11615192418575092,0.08806404657933042,0.010157952252814642,0.20918714267211871
frozenset({'chicken'}),frozenset({'yogurt'}),0.10056439199589533,0.28296562339661363,0.0310415597742432,0.3086734693877551,1.090851481118286,1.0,0.0025852939016232576,1.0371862569318357,0.09259687053598796,0.08806404657933042,0.0358530174144792,0.20918714267211871
frozenset({'chocolate'}),frozenset({'other vegetables'}),0.08645459209851206,0.3766033863519754,0.038481272447408926,0.44510385756676557,1.1818902158005804,1.0,0.0059221802974305515,1.1234473732587398,0.16846204249742577,0.09063444108761329,0.10988264888693504,0.27364184703951355
frozenset({'other vegetables'}),frozenset({'chocolate'}),0.3766033863519754,0.08645459209851206,0.038481272447408926,0.10217983651226158,1.1818902158005804,1.0,0.0059221802974305515,1.0175149156292749,0.246869684499314,0.09063444108761329,0.01721342396090863,0.27364184703951355
frozenset({'chocolate'}),frozenset({'rolls/buns'}),0.08645459209851206,0.3496664956387891,0.03745510518214469,0.4332344213649852,1.2389932314605374,1.0,0.007224830931177033,1.1474470731399375,0.21114778440718135,0.09395109395109395,0.12850010827641514,0.27017553790186166
frozenset({'rolls/buns'}),frozenset({'chocolate'}),0.3496664956387891,0.08645459209851206,0.03745510518214469,0.1071166544387381,1.2389932314605374,1.0,0.007224830931177033,1.0231408307064322,0.2966064143092595,0.09395109395109395,0.022617444257849225,0.27017553790186166
frozenset({'chocolate'}),frozenset({'whole milk'}),0.08645459209851206,0.4581836839404823,0.04797331965110313,0.5548961424332345,1.2110779189276304,1.0,0.00836123614983516,1.21728065674705,0.19078339768165817,0.09659090909090909,0.17849676288103597,0.3297996949568188
frozenset({'whole milk'}),frozenset({'chocolate'}),0.4581836839404823,0.08645459209851206,0.04797331965110313,0.10470324748040313,1.2110779189276304,1.0,0.00836123614983516,1.0203828008205489,0.321675984443364,0.09659090909090909,0.01997564130261483,0.3297996949568188
frozenset({'chocolate'}),frozenset({'yogurt'}),0.08645459209851206,0.28296562339661363,0.032067727039507436,0.37091988130563797,1.31083018796861,1.0,0.007604049490852024,1.1398140797893455,0.2595652906486941,0.09505703422053231,0.1226639346437842,0.24212358525844002
frozenset({'yogurt'}),frozenset({'chocolate'}),0.28296562339661363,0.08645459209851206,0.032067727039507436,0.11332728921124206,1.31083018796861,1.0,0.007604049490852024,1.0303073465392036,0.3307019677996421,0.09505703422053231,0.029415830762544667,0.24212358525844002
frozenset({'citrus fruit'}),frozenset({'other vegetables'}),0.18547973319651104,0.3766033863519754,0.07747562852744998,0.41770401106500693,1.1091350375554476,1.0,0.007623332905983021,1.0705837331770116,0.12080304531469994,0.1598729486500794,0.06593013791415514,0.3117130409548468
frozenset({'other vegetables'}),frozenset({'citrus fruit'}),0.3766033863519754,0.18547973319651104,0.07747562852744998,0.20572207084468666,1.1091350375554476,1.0,0.007623332905983021,1.0254852072620255,0.1578393699070668,0.1598729486500794,0.024851852646484592,0.3117130409548468
frozenset({'pastry'}),frozenset({'citrus fruit'}),0.1775269368907132,0.18547973319651104,0.03719856336582863,0.20953757225433525,1.1297060257916995,1.0,0.0042709144761452905,1.0304351455722383,0.13959601609051975,0.11417322834645668,0.029536206818078357,0.20504541130005835
frozenset({'citrus fruit'}),frozenset({'pastry'}),0.18547973319651104,0.1775269368907132,0.03719856336582863,0.20055325034578145,1.1297060257916995,1.0,0.0042709144761452905,1.0288028107751113,0.14095900081455315,0.11417322834645668,0.02799643476227575,0.20504541130005835
frozenset({'pip fruit'}),frozenset({'citrus fruit'}),0.17060030785017957,0.18547973319651104,0.034120061570035914,0.2,1.0782849239280774,1.0,0.0024771619867419575,1.0181503335043611,0.08753479740179387,0.10597609561752988,0.01782677165354331,0.19197786998616873
frozenset({'citrus fruit'}),frozenset({'pip fruit'}),0.18547973319651104,0.17060030785017957,0.034120061570035914,0.18395573997233747,1.0782849239280774,1.0,0.0024771619867419575,1.0163660634310512,0.08913385826771641,0.10597609561752988,0.016102528429375648,0.19197786998616873
frozenset({'rolls/buns'}),frozenset({'citrus fruit'}),0.3496664956387891,0.18547973319651104,0.07183170856849666,0.20542920029347028,1.107556048055252,1.0,0.006975660249655069,1.0251072240564687,0.14932516201746968,0.15503875968992245,0.024492290628014845,0.2963522211702483
frozenset({'citrus fruit'}),frozenset({'rolls/buns'}),0.18547973319651104,0.3496664956387891,0.07183170856849666,0.38727524204702624,1.107556048055252,1.0,0.006975660249655069,1.061379511632405,0.11922497187851518,0.15503875968992245,0.05782993826402697,0.2963522211702483
frozenset({'root vegetables'}),frozenset({'citrus fruit'}),0.23063109286813752,0.18547973319651104,0.045664443304258596,0.19799777530589543,1.0674900804182301,1.0,0.0028870497322566885,1.0156084880115626,0.08217533185219035,0.12326869806094183,0.015368607288938702,0.22209708958932395
frozenset({'citrus fruit'}),frozenset({'root vegetables'}),0.18547973319651104,0.23063109286813752,0.045664443304258596,0.24619640387275243,1.0674900804182301,1.0,0.0028870497322566885,1.0206490272593332,0.07762010085817916,0.12326869806094183,0.020231271189059336,0.22209708958932395
frozenset({'sausage'}),frozenset({'citrus fruit'}),0.2060030785017958,0.18547973319651104,0.039250897896357106,0.1905354919053549,1.027257741973822,1.0,0.0010415018581841004,1.0062458065280024,0.03341886027431959,0.11143481427530953,0.006207038566007367,0.20107687458338286
frozenset({'citrus fruit'}),frozenset({'sausage'}),0.18547973319651104,0.2060030785017958,0.039250897896357106,0.21161825726141079,1.0272577419738222,1.0,0.0010415018581841004,1.0071224109529855,0.032576810251659566,0.11143481427530953,0.007072040970914117,0.20107687458338286
frozenset({'shopping bags'}),frozenset({'citrus fruit'}),0.16829143150333503,0.18547973319651104,0.03540277065161621,0.2103658536585366,1.134171642546301,1.0,0.004188120837118718,1.0315160135580865,0.14223640801437654,0.11120064464141823,0.03055310159400808,0.2006186114765712
frozenset({'citrus fruit'}),frozenset({'shopping bags'}),0.18547973319651104,0.16829143150333503,0.03540277065161621,0.1908713692946058,1.134171642546301,1.0,0.004188120837118718,1.0279064872189552,0.14523793221499487,0.11120064464141823,0.02714885796125029,0.2006186114765712
frozenset({'citrus fruit'}),frozenset({'soda'}),0.18547973319651104,0.3134940995382247,0.06516162134427912,0.351313969571231,1.1206398145570038,1.0,0.0070148194032487315,1.0583022729933125,0.13216690433380882,0.15020697811945596,0.05509037869531336,0.2795849716923258
frozenset({'soda'}),frozenset({'citrus fruit'}),0.3134940995382247,0.18547973319651104,0.06516162134427912,0.20785597381342064,1.1206398145570036,1.0,0.0070148194032487315,1.0282476921837433,0.1568123771524077,0.15020697811945596,0.027471680606209012,0.2795849716923258
frozenset({'tropical fruit'}),frozenset({'citrus fruit'}),0.2337095946639302,0.18547973319651104,0.04643406875320677,0.1986827661909989,1.0711831571404062,1.0,0.003085675489476254,1.0164766617232581,0.08672017046242735,0.12456985547143838,0.016209581925201152,0.22451427382855615
frozenset({'citrus fruit'}),frozenset({'tropical fruit'}),0.18547973319651104,0.2337095946639302,0.04643406875320677,0.2503457814661134,1.0711831571404062,1.0,0.003085675489476254,1.0221918137601078,0.08158524383347102,0.12456985547143838,0.021710028843290975,0.22451427382855615
frozenset({'whole milk'}),frozenset({'citrus fruit'}),0.4581836839404823,0.18547973319651104,0.09235505387378143,0.20156774916013437,1.0867373253474464,1.0,0.007371266421506234,1.0201495066697275,0.14730902777777777,0.1675197766402978,0.019751523220851573,0.34974653018172697
frozenset({'citrus fruit'}),frozenset({'whole milk'}),0.18547973319651104,0.4581836839404823,0.09235505387378143,0.4979253112033195,1.0867373253474464,1.0,0.007371266421506234,1.0791548113251552,0.09798950131233596,0.1675197766402978,0.07334889349930843,0.34974653018172697
frozenset({'yogurt'}),frozenset({'citrus fruit'}),0.28296562339661363,0.18547973319651104,0.05823499230374551,0.20580235720761558,1.109567895429164,1.0,0.005750603972357188,1.025588874753708,0.1377176045959981,0.14196372732958099,0.02495042154182221,0.25988596421929877
frozenset({'citrus fruit'}),frozenset({'yogurt'}),0.18547973319651104,0.28296562339661363,0.05823499230374551,0.313969571230982,1.1095678954291641,1.0,0.005750603972357188,1.0451932546053395,0.12123486766797315,0.14196372732958099,0.043239137265963484,0.25988596421929877
frozenset({'coffee'}),frozenset({'other vegetables'}),0.11493073370959467,0.3766033863519754,0.04925602873268343,0.42857142857142855,1.1379914363565589,1.0,0.00597272522173295,1.0909440738840432,0.1370048309178744,0.11136890951276102,0.0833627278071722,0.2796808096535617
frozenset({'other vegetables'}),frozenset({'coffee'}),0.3766033863519754,0.11493073370959467,0.04925602873268343,0.1307901907356948,1.1379914363565589,1.0,0.00597272522173295,1.018245833004949,0.1945130315500686,0.11136890951276102,0.017918887967460394,0.2796808096535617
frozenset({'coffee'}),frozenset({'rolls/buns'}),0.11493073370959467,0.3496664956387891,0.04284248332478194,0.3727678571428571,1.0660668430982077,1.0,0.002655056427353121,1.036830640405062,0.07001996007984027,0.10158150851581509,0.03552233023386866,0.24764585080180274
frozenset({'rolls/buns'}),frozenset({'coffee'}),0.3496664956387891,0.11493073370959467,0.04284248332478194,0.12252384446074835,1.0660668430982077,1.0,0.002655056427353121,1.0086533528041994,0.0952934367950489,0.10158150851581509,0.008579114697970158,0.24764585080180274
frozenset({'coffee'}),frozenset({'soda'}),0.11493073370959467,0.3134940995382247,0.043099025141098,0.375,1.1961947626841245,1.0,0.0070689182675411286,1.0984094407388405,0.18531400966183573,0.1118508655126498,0.08959267563527655,0.25623977086743044
frozenset({'soda'}),frozenset({'coffee'}),0.3134940995382247,0.11493073370959467,0.043099025141098,0.1374795417348609,1.1961947626841245,1.0,0.0070689182675411286,1.0261429254334682,0.23891380169407073,0.1118508655126498,0.02547688512535878,0.25623977086743044
frozenset({'coffee'}),frozenset({'tropical fruit'}),0.11493073370959467,0.2337095946639302,0.03258081067213956,0.28348214285714285,1.212967500392034,1.0,0.005720395482442093,1.0694644909363216,0.19837498573547885,0.1030844155844156,0.06495259218518343,0.21144469382154618
frozenset({'tropical fruit'}),frozenset({'coffee'}),0.2337095946639302,0.11493073370959467,0.03258081067213956,0.1394072447859495,1.212967500392034,1.0,0.005720395482442093,1.0284414561104074,0.2291241047162377,0.1030844155844156,0.027654910195835124,0.21144469382154618
frozenset({'whole milk'}),frozenset({'coffee'}),0.4581836839404823,0.11493073370959467,0.05515649050795279,0.12038073908174692,1.0474199128139496,1.0,0.002497103538908134,1.0061958686153176,0.08355796335447477,0.10648836057454185,0.006157716214681003,0.3001457266837306
frozenset({'coffee'}),frozenset({'whole milk'}),0.11493073370959467,0.4581836839404823,0.05515649050795279,0.47991071428571425,1.0474199128139496,1.0,0.002497103538908134,1.0417755776595017,0.05115200539265238,0.10648836057454185,0.04010036187770553,0.3001457266837306
frozenset({'coffee'}),frozenset({'yogurt'}),0.11493073370959467,0.28296562339661363,0.03617239610056439,0.31473214285714285,1.1122628221732938,1.0,0.0036509493889987435,1.046356354131326,0.11403844177202191,0.1,0.04430264502938922,0.22128266254371196
frozenset({'yogurt'}),frozenset({'coffee'}),0.28296562339661363,0.11493073370959467,0.03617239610056439,0.12783318223028106,1.1122628221732938,1.0,0.0036509493889987435,1.0147935558402466,0.14076301399408786,0.1,0.014577896908300162,0.22128266254371196
frozenset({'cream cheese '}),frozenset({'other vegetables'}),0.08850692662904053,0.3766033863519754,0.03950743971267317,0.44637681159420295,1.185270307625479,1.0,0.006175431428570681,1.1260305325055944,0.17148851711193405,0.09282700421940929,0.11192461382477492,0.2756407218733958
frozenset({'other vegetables'}),frozenset({'cream cheese '}),0.3766033863519754,0.08850692662904053,0.03950743971267317,0.10490463215258856,1.185270307625479,1.0,0.006175431428570681,1.0183195066275255,0.250740206295762,0.09282700421940929,0.017989939806020334,0.2756407218733958
frozenset({'rolls/buns'}),frozenset({'cream cheese '}),0.3496664956387891,0.08850692662904053,0.03309389430477168,0.0946441672780631,1.0693419247822897,1.0,0.002145987430635654,1.006778816049123,0.09971102243016408,0.08169727675744143,0.006733173107202363,0.23427860537816203
frozenset({'cream cheese '}),frozenset({'rolls/buns'}),0.08850692662904053,0.3496664956387891,0.03309389430477168,0.37391304347826093,1.06934192478229,1.0,0.002145987430635654,1.0387271250213785,0.07114197631873515,0.08169727675744143,0.0372832518651918,0.23427860537816203
frozenset({'cream cheese '}),frozenset({'soda'}),0.08850692662904053,0.3134940995382247,0.030015392508978965,0.33913043478260874,1.0817761332099909,1.0,0.002268993242512181,1.03879182306716,0.08293460925039885,0.0806896551724138,0.03734321180217075,0.2174375578168363
frozenset({'soda'}),frozenset({'cream cheese '}),0.3134940995382247,0.08850692662904053,0.030015392508978965,0.09574468085106384,1.0817761332099909,1.0,0.002268993242512181,1.0080041046690609,0.11011459890383674,0.0806896551724138,0.007940547694187134,0.2174375578168363
frozenset({'whole milk'}),frozenset({'cream cheese '}),0.4581836839404823,0.08850692662904053,0.04771677783478707,0.10414333706606942,1.176668776474025,1.0,0.007164348137643307,1.0174541431503334,0.2771108260019551,0.09562982005141388,0.01715472217380766,0.32163688592433903
frozenset({'cream cheese '}),frozenset({'whole milk'}),0.08850692662904053,0.4581836839404823,0.04771677783478707,0.5391304347826087,1.176668776474025,1.0,0.007164348137643307,1.1756391763555574,0.16472222474419623,0.09562982005141388,0.1493988801054018,0.32163688592433903
frozenset({'curd'}),frozenset({'other vegetables'}),0.12083119548486403,0.3766033863519754,0.05156490507952796,0.4267515923566879,1.1331592009580174,1.0,0.006059467682970651,1.0874807593637763,0.1336620080223336,0.11565017261219791,0.08044350082566644,0.28183628664155924
frozenset({'other vegetables'}),frozenset({'curd'}),0.3766033863519754,0.12083119548486403,0.05156490507952796,0.1369209809264305,1.1331592009580174,1.0,0.006059467682970651,1.018642308625272,0.18850193477059146,0.11565017261219791,0.018301133251014345,0.28183628664155924
frozenset({'curd'}),frozenset({'rolls/buns'}),0.12083119548486403,0.3496664956387891,0.05002565418163161,0.4140127388535032,1.1840217579243988,1.0,0.00777503349259373,1.1098082628772838,0.176781665955871,0.11897498474679684,0.09894345406349334,0.2785397516717993
frozenset({'rolls/buns'}),frozenset({'curd'}),0.3496664956387891,0.12083119548486403,0.05002565418163161,0.1430667644900954,1.1840217579243988,1.0,0.00777503349259373,1.02594784294018,0.23898649673797634,0.11897498474679684,0.025291580969475303,0.2785397516717993
frozenset({'curd'}),frozenset({'root vegetables'}),0.12083119548486403,0.23063109286813752,0.030015392508978965,0.24840764331210194,1.0770778572086466,1.0,0.0021479618417412118,1.0236518510144272,0.08139734985372576,0.09337589784517158,0.023105366332301876,0.18927612421444917
